obat_id,label,nilai,urutan
121,Dosis,"Anak usia 2-6 tahun: 0.5-1 tablet, diberikan sekali. Anak usia 6-12 tahun: 1-1.5 tablet, diberikan sekali. Di atas usia 12 tahun: 1.5-2 tablet, diberikan sekali.",4
121,Aturan Pakai,Dapat dikonsumsi sebelum atau sesudah makan.,5
121,Perhatian,Sebaiknya hindarkan penggunaan Combantrin semasa hamil dan anak usia dibawah 2 tahun karena kemanan penggunaannya belum diteliti / banyak diketahui. Penggunaan Combantrin pada penderita gangguan hati sebaiknya berhati-hati. Pemberian dengan piperazine dapat menyebabkan efek antagonis.,6
121,Kontra Indikasi,Penderita hipersensitif.,7
121,Efek Samping,"Nafsu makan hilang, mual, muntah, diare, sakit kepala, pusing, rasa mengantuk, merah-merah pada kulit, keringat dingin, pruritus, urtikaria.",8
121,Kemasan,1 Strip @ 2 Tablet,9
121,Manufaktur,Pfizer,10
121,No. Registrasi,BPOM: DTL7219802210B1,11
122,Product Description,"Dexanta Tablet adalah obat yang digunakan untuk mengurangi gejala pada gangguan pencernaan yang diakibatkan tingginya produksi asam lambung, seperti peradangan dinding lambung (gastritis), maag, luka atau tukak pada dinding lambung, dan luka pada dinding usus dua belas jari (tukak duodenum).",1
122,Indikasi Umum,"Mengurangi gejala kelebihan asam lambung (maag). Mengobati radang lambung (gastritis). Mengatasi rasa tidak nyaman pada perut bagian atas setelah mengkonsumsi makanan atau minuman tertentu (dispepsia). Mengobati luka yang muncul pada dinding lambung akibat terkikisnya lapisan dinding lambung (tukak lambung). Mengobati luka terbuka yang timbul di dinding usus 12 jari (tukak duodenum) dengan gejala, seperti mual, nyeri lambung, nyeri ulu hati, kembung, perasaan penuh pada lambung. Mengatasi kondisi bagian atas lambung masuk ke rongga dada (hiatus hernia).",2
122,Komposisi,"Al(OH)3 200 mg, Mg(OH)2 200 mg, simethicone 20 mg.",3
122,Dosis,3 x sehari 1-2 tablet kunyah.,4
122,Aturan Pakai,Diberikan diantara waktu makan. Tablet dikunyah sampai halus sebelum ditelan.,5
122,Perhatian,"Diare, konstipasi, obstruksi intestinal (dosis besar).",6
122,Kontra Indikasi,HIpersensitif.,7
122,Efek Samping,"Diare, konstipasi, obstruksi intestinal (dosis besar).",8
122,Kemasan,1 Strip @ 10 Tablet,9
122,Manufaktur,Dexa Medica,10
122,No. Registrasi,BPOM: DBL7605006363A1,11
123,Product Description,"Hufamag Plus merupakan obat yang digunakan untuk mengatasi gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari.",1
123,Indikasi Umum,"Mengatasi gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari.",2
123,Komposisi,"Aluminium hidroksida gel kering 300 mg, magnesium trisilikat 300 mg, simetikon 25 mg.",3
123,Dosis,3 kali sehari 1-2 tablet,4
123,Aturan Pakai,Dikonsumsi sesudah makan.,5
123,Kemasan,1 Strip @ 10 tablet,6
123,Manufaktur,GRATIA HUSADA FARMA,7
123,No. Registrasi,BPOM: DBL9007801563A1,8
124,Product Description,"Counterpain Cream merupakan krim pereda nyeri untuk meringankan rasa sakit pada otot, nyeri sendi, keseleo, dan nyeri akibat encok.",1
124,Indikasi Umum,"Meringankan rasa sakit pada otot, nyeri sendi, keseleo, dan nyeri akibat encok.",2
124,Komposisi,"Methyl salicylate 102 mg, Menthol 54.4 mg, Eugenol 13.6 mg.",3
124,Dosis,Gunakan sehari 1-3 kali.,4
124,Aturan Pakai,Dioleskan dibagian yang sakit.,5
124,Perhatian,Hanya untuk pemakaian luar. Jauhkan dari jangkauan anak-anak.,6
124,Kontra Indikasi,"Hentikan penggunaan jika nyeri radang sendi lebih dari 10 hari atau jika kulit menjadi merah, jangan digunakan pada kulit dengan luka terbuka atau teriritasi, hindari kontak dengan mata atau membran mukosa.",7
124,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: iritasi kulit ringan, gatal-gatal.",8
124,Kemasan,Tube @ 5 Gram,9
124,Manufaktur,Taisho Pharmaceutical,10
124,No. Registrasi,BPOM: QD111709511,11
125,Product Description,Betadine Solution mengandung zat aktif Povidone Iodine 10%. Betadine solution merupakan antiseptik pada luka untuk membunuh kuman penyebab infeksi.,1
125,Indikasi Umum,Cairan antiseptik pada luka untuk membunuh kuman penyebab infeksi.,2
125,Komposisi,Povidone iodine 10 %.,3
125,Dosis,Dapat digunakan beberapa kali dalam sehari dengan konsentrasi penuh baik untuk mengoles maupun kompres.,4
125,Aturan Pakai,Oles atau kompres pada bagian yang luka.,5
125,Perhatian,Hati-hati pada penderita yang hipersensitif terhadap iodium.,6
125,Kontra Indikasi,Hipersensitivitas terhadap iodine.,7
125,Efek Samping,Iritasi lokal. Hentikan pemakaian apabila terjadi reaksi lokal.,8
125,Kemasan,Botol @ 5 ml,9
125,Manufaktur,Mundipharma Healthcare Indonesia,10
125,No. Registrasi,Kemenkes RI: PKD20501710078,11
126,Product Description,Vicks Vaporub adalah obat gosok untuk meringankan gejala pilek dan batuk karena flu.,1
126,Indikasi Umum,Obat gosok untuk meringankan gejala pilek dan batuk karena flu.,2
126,Komposisi,"Setiap kemasan 10gr mengandung: camphor 526mg, menthol 282mg dan eucalyptus oil 133mg.",3
126,Dosis,Digunakan sesuai dengan kebutuhan.,4
126,Aturan Pakai,"Gunakan setiap kali diperlukan pada dada, leher dan punggung untuk usia 2 tahun ke atas.",5
126,Kemasan,Pot @ 10 Gram,6
126,Manufaktur,Darya Varia Laboratoria,7
126,No. Registrasi,BPOM: QL031700281,8
127,Product Description,"Paramex Tablet merupakan obat dengan kandungan Paracetamol, Propyphenazone, Caffeine, Dexchlorpheniramine maleate. Obat ini dapat digunakan untuk meringankan sakit kepala dan sakit gigi.",1
127,Indikasi Umum,Meringankan sakit kepala dan sakit gigi.,2
127,Komposisi,"Paracetamol 250 mg, Propyphenazone 150 mg, Caffeine 50 mg, Dexchlorpheniramine maleate 1 mg.",3
127,Dosis,besar atau terapi jangka panjang dapat menyebabkan kerusakan hati.,4
127,Aturan Pakai,Dikonsumsi sesudah makan.,5
127,Perhatian,"Hati-hati penggunaan pada penderita porphyria akut karena dapat menimbulkan porphyrinogenic Bila setelah 5 hari nyeri tidak hilang, segera hubungi dokter Obat ini dapat menyebabkan kantuk Penggunaan pada penderita yang mengkonsumsi alkohol dapat meningkatkan resiko kerusakan hati.",6
127,Kontra Indikasi,Hipersensitif terhadap parasetamol. Pasien dengan disfungsi hati dan ginjal.,7
127,Efek Samping,Mengantuk.,8
127,Kemasan,1 Strip @ 4 Tablet,9
127,Manufaktur,Konimex,10
127,No. Registrasi,BPOM: DTL7813003810A1,11
128,Product Description,"Panadol Extra merupakan obat dengan kandungan Paracetamol dan Caffeine. Obat ini dapat digunakan untuk meringankan sakit kepala dan sakit gigi. Paracetamol sebagai analgetik, bekerja dengan meningkatkan ambang rasa sakit dan Caffeine bekerja dengan menghambat kerja reseptor adenosin sehingga mengurangi rasa nyeri.",1
128,Indikasi Umum,Obat ini digunakan untuk meringankan sakit kepala dan sakit gigi.,2
128,Komposisi,Tiap tablet mengandung Paracetamol 500 mg dan Caffeine 65 mg.,3
128,Dosis,"Dewasa dan anak-anak lebih dari 12 tahun : 1 Kaplet, ditelan dengan segelas air, 3-4 kali sehari bila gejala memburuk. Tidak melebihi 8 kaplet dalam 24 jam. Minimum interval penggunaan dosis adalah 4 jam.",4
128,Aturan Pakai,Sebelum atau sesudah makan.,5
128,Perhatian,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati.",6
128,Kontra Indikasi,Wanita hamil dan menyusui. Tidak dianjurkan untuk digunakan pada anak dibawah usia 12 tahun,7
128,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Penggunaan jangka panjang dan dosis besar dapat menyebabkan kerusakan hati. Efek samping lain yaitu reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit, kulit terkelupas, kadang-kadang gangguan pernafasan atau bengkak pada bibir, lidah, tenggorokan, sariawan, memar-memar, pendarahan. Namun, reaksi efek samping jarang terjadi. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.",8
128,Kemasan,1 Strip @ 10 Tablet,9
128,Manufaktur,Sterling,10
128,No. Registrasi,BPOM: DBL9424502004A1,11
129,Product Description,"Fasidol 500 mg merupakan obat yang digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya.",1
129,Indikasi Umum,"Meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam",2
129,Komposisi,Paracetamol 500 mg,3
129,Dosis,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.",4
129,Aturan Pakai,Sesudah makan,5
129,Perhatian,"Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi unit pelayan kesehatan",6
129,Efek Samping,"Penggunaan jangka panjang dan dosis besar dapat menyebabkan kerusakan hati, Reaksi hipersensitifitas",7
129,Kemasan,Strip @ 10 Tablet,8
129,Manufaktur,Ifars,9
129,No. Registrasi,BPOM RI : DBL9509204704A1,10
130,Product Description,"Fasidol 500 mg merupakan obat yang digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya.",1
130,Indikasi Umum,"Meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam",2
130,Komposisi,Paracetamol 500 mg,3
130,Dosis,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.",4
130,Aturan Pakai,Sesudah makan,5
130,Perhatian,"Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi unit pelayan kesehatan",6
130,Efek Samping,"Penggunaan jangka panjang dan dosis besar dapat menyebabkan kerusakan hati, Reaksi hipersensitifitas",7
130,Kemasan,Strip @ 10 Tablet,8
130,Manufaktur,Ifars,9
130,No. Registrasi,BPOM RI : DBL9509204704A1,10
131,Product Description,"Bodrex Extra Kaplet merupakan obat dengan kandungan Paracetamol, ibuprofen, caffeine. Obat ini dapat digunakan untuk meredakan sakit kepala pada migrain.",1
131,Indikasi Umum,Untuk meredakan sakit kepala.,2
131,Komposisi,"Paracetamol 350 mg, Ibuprofen 200 mg, Caffeine 50 mg.",3
131,Dosis,Dewasa dan anak >12 tahun : 1-2 kaplet. Anak 6-12 tahun : 1/2-1 kaplet. Diberikan 3-4 kali sehari.,4
131,Aturan Pakai,Dikonsumsi sesudah makan.,5
131,Perhatian,"Gangguan hati, penyakit ginjal berat, penyakit jantung, hipertensi, asma, lupus, eritematosus sistemik atau penyakit lain yang menyebabkan gangguan keseimbangan cairan tubuh, gangguan pemekuan darah. Dapat meningkatkan risiko gangguan fungsi hati pada pasien.",6
131,Kontra Indikasi,"Tukak lambung atau duodenum berat dan aktif. Penggunaan bersama dengan AINS lain dapat menyebabkan gejala asma, rinitis, atau ruam kulit. Hamil trimester ke-3",7
131,Efek Samping,"Gangguan saluran cerna seperti mual, muntah, nyeri ulu hati, kemerahan pada kulit dan gangguan darah (tromboistopenia, limfopenia). Reaksi hipersensitivitas, terutama pada penderita dengan riwayat asma, atau reaksi alergi lain terhadap golongan OAINS (Obat Anti Inflamasi Non Steroid). Kerusakan fungsi hati pada pemerian dosis besar atau pada penderita yang mengkonsumsi alkohol. Penurunan ketajaman penglihatan dan kesulitan membedakan warna dapat terjadi tetapi sangat jarang dan akan sembuh bila penggunaan dihentikan.",8
131,Kemasan,1 Strip @ 4 Kaplet,9
131,Manufaktur,Tempo Scan Pacific,10
131,No. Registrasi,BPOM: DTL0622719204A1,11
132,Product Description,"Koyo Salonpas Hot merupakan plester pereda rasa nyeri yang disebabkan oleh nyeri otot, nyeri sendi, terkilir, dan punggung pegal dengan sensasi hangat.",1
132,Indikasi Umum,"Membantu meredakan rasa nyeri yang disebabkan olehnyeri otot, sakit otot leher, punggung pegal, sakit kepala, sakit gigi, memar, terkilir dan nyeri sendi.",2
132,Komposisi,"Methyl salicilate 2,76 gr, capsicum extract 4,61 gr.",3
132,Dosis,3-4 kali sehari.,4
132,Aturan Pakai,"Tempelkan pada bagian yang sakit, selama 8 jam.",5
132,Perhatian,Kulit yang rusak atau luka. Alergi aspirin atau salisilat.,6
132,Efek Samping,Reaksi alergi.,7
132,Kemasan,Sachet @ 10 Lembar,8
132,Manufaktur,Hisamitsu,9
132,No. Registrasi,BPOM: QL041800311,10
133,Product Description,"Neozep Forte merupakan obat pereda flu dengan kandungan Paracetamol, Phenylpropanolamine, Salisilamida, dan Chlorpheniramine maleat. Paracetamol digunakan sebagai pereda demam dan sakit kepala, Phenylpropanolamine digunakan untuk mengobati gejala hidung tersumbat. Chlorpheniramine maleate bekerja sebagai antihistamin atau anti alergi sehingga obat ini digunakan untuk mengatasi gejala flu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk.",1
133,Indikasi Umum,"Mengobati gejala flu, seperti: hidung tersumbat, demam, pusing, dan bersin-bersin.",2
133,Komposisi,"Phenylpropanolamine HCl 15 mg, Paracetamol 250 mg, Salicylamide 150 mg, Chlorpheniramine maleate 2 mg.",3
133,Dosis,Dewasa: 3-4 x sehari 1 tablet Anak usia 6-12 tahun: 3-4 x sehari setengah tablet.,4
133,Aturan Pakai,"nya. Tidak boleh diberikan pada penderita yang sensitif atau alergi terhadap obat simpatomimetik lain (seperti: efedrin, pseudoefedrin, fenilefrin), penderita tekanan darah tinggi, dan individu yang sedang mengkonsumsi anti depresan tipe penghambat monoamin oksidase (MAOI). Hati-hati penggunaan obat ini pada individu yang berpotensi mengalami tekanan darah tinggi atau stroke, atau individu usia lanjut. Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar, dan pusing.",5
133,Perhatian,"Peringatan: Awas, Obat Keras Bacalah",6
133,Kontra Indikasi,Hipersensitif,7
133,Efek Samping,"Mengantuk, efek samping ringan pada saluran pencernaan misalnya mual dan muntah. Pada penggunaan dosis yang lebih tinggi diketahui meningkatkan resiko terjadinya perdarahan lambung.",8
133,Kemasan,1 Strip @ 4 Tablet,9
133,Manufaktur,Darya Varia Laboratoria,10
133,No. Registrasi,BPOM: DTL1504523110A1,11
134,Product Description,"Panadol merupakan obat dengan kandungan Paracetamol yang dapat digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi, sakit pada otot dan menurunkan demam. Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik).",1
134,Indikasi Umum,"Meredakan nyeri ringan hingga sedang seperti sakit kepala, sakit gigi, sakit pada otot, serta menurunkan demam.",2
134,Komposisi,Paracetamol 500 mg.,3
134,Dosis,"Dewasa dan anak usia lebih dari 12 tahun : 1 - 2 kaplet, 3-4 kali sehari (Maksimum 8 kaplet dalam 24 jam). Anak-anak usia 6-11 tahun : 1/2 - 1 kaplet, 3-4 kali sehari (maksimum 4 kaplet dalam 24 jam). Minimum interval penggunaan dosis adalah 4 jam. Jangan melebihi dosis yang dianjurkan, atau menurut aturan dokter.",4
134,Aturan Pakai,Dikonsumsi sebelum atau sesudah makan.,5
134,Perhatian,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati.",6
134,Kontra Indikasi,Penderita yang hipersensitif terhadap paracetamol dan bahan lain dalam obat ini. Penderita dengan gangguan fungsi hati.,7
134,Efek Samping,"Reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit, kulit terkelupas, kadang-kadang gangguan pernafasan atau bengkak pada bibir, lidah, tenggorokan, sariawan, memar-memar, pendarahan. Namun, reaksi efek samping jarang terjadi. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.",8
134,Kemasan,1 Blister @ 10 Kaplet,9
134,Manufaktur,GlaxoSmithKline Indonesia,10
134,No. Registrasi,BPOM: DBL9624502804A1,11
135,Product Description,"Neo Rheumacyl merupakan obat dengan kandungan Paracetamol dan Ibuprofen. Obat ini dapat digunakan untuk meredakan nyeri otot, nyeri sendi, dan pegal linu. Paracetamol sebagai analgetik, bekerja dengan meningkatkan ambang rasa sakit dan sebagai antipiretik yang diduga bekerja langsung pada pusat pengatur panas di hipotalamus. Sedangkan Ibuprofen mempunyai efek anti inflamasi, analgesik dan antipiretik dan bekerja dengan cara menghambat prostaglandin.",1
135,Indikasi Umum,"Untuk meringankan nyeri sedang sampai berat pada otot dan sendi, pegal linu, nyeri haid dan nyeri sesudah pembedahan.",2
135,Komposisi,"Ibuprofen 200 mg, Paracetamol 500 mg.",3
135,Dosis,"Dewasa : 1 tablet, 3-4 kali sehari.",4
135,Aturan Pakai,Sesudah makan.,5
135,Perhatian,"Penderita dengan riwayat ulkus peptikum yang berat dan aktif, penderita dengan gangguan fungsi hati dan ginjal, kehamilan tiga bulan terakhir, laktasi, penderita bronkhospastik terhadap acetocal, asma, rintis dan urtikaria, hipertensi.",6
135,Kontra Indikasi,"Penderita yang hipersensitif dengan komponen obat, pengguna Aspirin, hamil dan menyusui, memiliki gangguan hati, ulkus peptikum.",7
135,Efek Samping,"Mual, muntah, sembelit, reaksi kulit, sakit kepala. Penggunaan jangka lama dan dosis besar dapat menimbulkan kerusakan hati dan pendarahan di gastrointestinal.",8
135,Kemasan,1 Strip @ 20 Tablet,9
135,Manufaktur,Tempo Scan Pacific,10
135,No. Registrasi,BPOM: DTL1122702410B1,11
136,Product Description,"Antimo Tablet merupakan obat dengan kandungan Dimenhydrinate yang digunakan untuk mengatasi mual, muntah, dan pusing akibat mabuk perjalanan. Dimenhydrinate pada produk ini bekerja dengan cara menghambat produksi dan kerja histamin yang diproduksi tubuh, sehingga mencegah stimulasi saraf di otak dan telinga bagian dalam yang bisa menyebabkan mual, muntah, dan pusing.",1
136,Indikasi Umum,"Antivertigo, anti mabok, pening dan mual selama perjalanan dengan kendaraan bermotor, kapal laut dan pesawat udara, baik untuk dewasa maupun anak-anak.",2
136,Komposisi,Dimenhidrinat 50 mg.,3
136,Dosis,"Dewasa dan anak di atas 12 tahun: 1 tablet (50 mg), sehari tidak lebih dari 8 tablet (400 mg). Anak usia 8-12 tahun : 0.5 tablet (25 mg), sehari tidak lebih dari 3 tablet (150 mg). Diminum 30 menit sebelum berpergian menggunakan kendaraan, bila perlu dapat diulang tiap 4 jam.",4
136,Aturan Pakai,"nya. Tidak boleh digunakan pada bayi prematur dan bayi yang baru lahir. Hindari makanan dan minuman beralkohol selama mengonsumsi obat ini. Selama minum obat ini tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.",5
136,Perhatian,"Peringatan : Awas, Obat Keras Bacalah",6
136,Kontra Indikasi,"Penderita gangguan hati, kondisi rendahnya kadar kalium dalam tubuh (hipokalemia), hipersensitif terhadap antihistamin, gangguan berkemih dan peningkatan tekanan bola mata (glaukoma).",7
136,Efek Samping,"Mengantuk, lesu, pusing, dan gangguan keseimbangan (terutama pada anak-anak), sakit kepala, mulut kering, gangguan pergerakan, pandangan kabur, gangguan berkemih, gangguan saluran pencernaan seperti mual, diare, muntah, dan nyeri ulu hati, detak jantung tidak beraturan atau berdebar-debar.",8
136,Kemasan,1 Strip @ 10 Tablet,9
136,Manufaktur,Phapros,10
136,No. Registrasi,BPOM: DTL7219929710A1,11
137,Product Description,"Hansaplast Koyo Panas adalah Koyo yang ideal untuk Anda yang aktif berkegiatan. Hansaplast Koyo Hangat dapat meredakan semua jenis pegal dan nyeri secara efektif, seperti: Nyeri otot di leher, bahu atau punggung Nyeri sendi Sakit kepala atau sakit gigi Pegal dan linu Kram saat menstruasi.",1
137,Indikasi Umum,"Meredakan semua jenis pegal dan nyeri secara efektif, seperti nyeri otot di leher, bahu atau punggung, nyeri sendi, sakit kepala atau sakit gigi, pegal dan linu, kram saat menstruasi.",2
137,Komposisi,Synthetic Capsaicin 0.042.,3
137,Dosis,Sesuai kebutuhan.,4
137,Aturan Pakai,"Bersihkan bagian tubuh yang terasa sakit, lalu tempelkan Hansaplast Koyo. Ganti koyo bila rasa hangat berkurang.",5
137,Perhatian,"Jangan digunakan pada luka kulit terbuka. Bila terjadi iritasi, hentikan pemakaian, Tidak untuk anak dibawah 2 tahun. Jangan digunakan langsung di bawah hidung.",6
137,Efek Samping,Iritasi dan rasa panas yang berlebihan bagi kulit sensitif.,7
137,Kemasan,1 Sachet @ 10 Lembar,8
137,Manufaktur,Beiersdorf Indonesia,9
137,No. Registrasi,BPOM: QL071800031,10
138,Product Description,"Ichtyol merupakan obat salep kulit yang dikenal dengan Salep Hitam dan digunakan untuk mengobati eksim, psoriasis, jerawat atau bisul. Ichtyol mengandung zat aktif Ichtammol yang berasal dari destilat minyak mentah di mana terdapat kandungan belerang di dalamnya. Ichtammol memiliki sifat anti bakteri, anti fungal, dan antiinflamasi.",1
138,Indikasi Umum,"Ichtyol Salep memiliki kegunaan untuk mengobati masalah kulit, antara lain bisul, eksema, psoriasis, dan kulit melepuh.",2
138,Komposisi,Ichtammolum 100 mg.,3
138,Dosis,Sesuai kebutuhan.,4
138,Aturan Pakai,Oleskan pada bagian yang sakit setelah dibersihkan.,5
138,Perhatian,Hanya untuk pemakaian luar tubuh. Penggunaan yang berlebihan dapat menyebabkan iritasi jaringan.,6
138,Kontra Indikasi,"Penderita yang hipersensitif terhadap komponen obat, iritasi kulit.",7
138,Efek Samping,Iritasi kulit.,8
138,Kemasan,Pot @ 15 Gram,9
138,Manufaktur,Cito,10
138,No. Registrasi,BPOM: QD151713241,11
139,Product Description,"Bodrexin merupakan tablet kunyah dengan kandungan Asam Asetilsalisilat. Obat ini digunakan untuk menurunkan panas, meredakan rasa nyeri, dan demam setelah imunisasi pada anak.",1
139,Indikasi Umum,Menurunkan demam dan meringankan rasa nyeri pada anak-anak.,2
139,Komposisi,Acetylsalicylic Acid 80 mg.,3
139,Dosis,Anak 2-3 Tahun : 1 tablet. Anak 4-5 Tahun : 2 tablet. Anak 6-8 Tahun : 3 tablet. Jika perlu bisa diulang tiap 4 jam atau menurut petunjuk dokter.,4
139,Aturan Pakai,Tablet harus diminum atau dihisap setelah makan.,5
139,Perhatian,"Jangan melebihi dosis yang dianjurkan karena dapat menyebabkan kerusakan hati, kecuali atas petunjuk dokter. Penggunaan obat harus hati-hati pada penderita penyakit ginjal.",6
139,Kontra Indikasi,"Ulkus peptikum, asma dan penggunaan bersama antikoagulan, penderita hemofilia dan trombositopenia, hipersensitif terhadap salisilat.",7
139,Efek Samping,"Mual, muntah, sakit perut, mata berwarna kuning, pusing, urin berwarna gelap.",8
139,Kemasan,"Box, 4 Strip @ 4 Tablet",9
139,Manufaktur,Tempo Scan Pacific,10
139,No. Registrasi,BPOM: DBL7222708910A1,11
140,Product Description,SP Troches Strawberry Tablet merupakan tablet hisap dengan kandungan Dequalinium Chloride. Obat ini digunakan untuk membantu mengatasi infeksi bakteri dan fungi dalam ruang mulut dan tenggorokan.,1
140,Indikasi Umum,Untuk infeksi bakteri dan fungi pada mulut dan tenggorokan.,2
140,Komposisi,Dequalinium Chloride 0.25 mg.,3
140,Dosis,"6 x sehari 1 tablet, tidak lebih dari 8 tablet sehari.",4
140,Aturan Pakai,Tablet dihisap perlahan-lahan hingga larut dalam mulut tanpa dikunyah.,5
140,Perhatian,Tidak dianjurkan penggunaan tablet ini untuk jangka waktu yang panjang. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita hamil dan/atau menyusui. Konsultasikan kepada dokter apabila Anda sedang hamil dan/atau menyusui. Simpan pada suhu dibawah 30 C dan terlindung dari cahaya.,6
140,Kontra Indikasi,Pasien yang hipersensitif terhadap obat.,7
140,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.",8
140,Kemasan,1 Strip @ 12 Tablet,9
140,Manufaktur,Meiji,10
140,No. Registrasi,BPOM: DBL9415301812A1,11
141,Product Description,"FreshCare Vapobalm Matcha 2in1 adalah Balsem dengan Double Inhaler pertama dan satu-satunya di Indonesia, dg Aroma Matcha - seperti FreshCare Smash Matcha, favorit pengguna FreshCare.",1
141,Indikasi Umum,"Membantu meredakan gejala masuk angin, batuk dan pilek karena flu, perut kembung, pusing, mabuk perjalanan, pegal-pegal, dan gatal akibat gigitan serangga. Sebagai inhaler aromatherapy untuk menyegarkan dan melegakan hidung tersumbat",2
141,Dosis,Gunakan sesuai kebutuhan.,3
141,Aturan Pakai,"Gosokkan balsem pada bagian seperti kening, dada, leher, atau bagian tubuh yang pegal. Untuk inhaler, hirup aroma melalui inhaler bila hidung tersumbat atau saat ingin efek aromaterapi",4
141,Perhatian,Gunakan hanya untuk pemakaian luar.,5
141,Kontra Indikasi,Hipersensitif.,6
141,Kemasan,Can @ 10 Gram,7
141,Manufaktur,"Ultra Sakti ,Pt.",8
141,No. Registrasi,BPOM RI: QD257025381,9
142,Product Description,"Tera F Tablet mengandung zat aktif Paracetamol, Guaiphenesin, Phenylpropanolamine HCl, dan Chlorpheniramine maleat. Obat ini digunakan untuk meringankan gejala flu seperti demam, sakit kepala, bersin-bersin dan hidung tersumbat yang disertai batuk. Obat ini menyebabkan kantuk. Sebaiknya jangan mengendarai kendaraan bermotor dan menjalankan mesin ketika mengkonsumsi obat ini.",1
142,Indikasi Umum,"Untuk meringankan gejala flu seperi demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk.",2
142,Komposisi,"Paracetamol 650 mg, Glyceryl guaiacolate 50 mg, Phenylpropanolamine HCL 15 mg, Chlorpheniramine maleate 2 mg.",3
142,Dosis,Dewasa dan anak>12 tahun : 3-4 kali sehari 1 kaplet Anak-anak 6 -12 tahun : 3-4 kali sehari 0.5 kaplet.,4
142,Aturan Pakai,Dikonsumsi sesudah makan.,5
142,Perhatian,"Hati-hati penggunaan pada penderita gangguan fungsi hati dan ginjal glaukoma, hipertrofi prostat. Tidak dianjurkan penggunaan pada anak usia dibawah 6 tahun,wanita hamil dan menyusui, kecuali atas petunjuk dokter. Selama minum obat ini tidak boleh mengendarai kendaraan dan mengoperasikan mesin. Hati-hati penggunaan bersamaan dengan obat-obat yang menekan susunan pusat syaraf.",6
142,Kontra Indikasi,Penderita yang hipersensitif terhadap komponen obat ini. Penderita dengan gangguan jantung dan diabetes mellitus. Penderita dengan gangguan fungsi hati yang berat.,7
